@relation unknow
@attribute x-box integer [0, 15]
@attribute y-box integer [0, 15]
@attribute width integer [0, 15]
@attribute high integer [0, 15]
@attribute onpix integer [0, 15]
@attribute x-bar integer [0, 15]
@attribute y-bar integer [0, 15]
@attribute x2bar integer [0, 15]
@attribute y2bar integer [0, 15]
@attribute xybar integer [0, 15]
@attribute x2ybr integer [0, 15]
@attribute xy2br integer [0, 15]
@attribute x-ege integer [0, 15]
@attribute xegvy integer [0, 15]
@attribute y-ege integer [0, 15]
@attribute yegvx integer [0, 15]
@attribute letter {T, I, D, N, G, S, B, A, J, M, X, O, R, F, C, H, W, L, P, E, V, Y, Q, U, K, Z}
@inputs x-box, y-box, width, high, onpix, x-bar, y-bar, x2bar, y2bar, xybar, x2ybr, xy2br, x-ege, xegvy, y-ege, yegvx
@outputs letter
@data
1, 0, 2, 0, 0, 7, 8, 11, 1, 7, 6, 8, 2, 8, 0, 8, H
4, 7, 4, 5, 4, 7, 8, 7, 4, 9, 7, 8, 3, 8, 3, 8, O
5, 8, 8, 6, 6, 8, 8, 5, 6, 10, 6, 5, 5, 9, 4, 10, D
1, 3, 3, 2, 1, 8, 6, 3, 6, 14, 5, 10, 0, 7, 0, 7, J
4, 5, 7, 8, 2, 7, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
8, 13, 8, 7, 5, 4, 8, 1, 3, 8, 9, 8, 9, 11, 2, 5, W
6, 11, 9, 8, 8, 7, 8, 6, 6, 10, 7, 5, 7, 9, 6, 11, D
4, 9, 4, 7, 3, 3, 8, 6, 12, 7, 5, 15, 0, 8, 7, 7, E
3, 7, 3, 4, 1, 2, 14, 5, 2, 12, 9, 4, 0, 8, 3, 6, F
3, 7, 3, 5, 1, 0, 1, 5, 6, 0, 0, 6, 0, 8, 0, 8, L
5, 8, 7, 6, 6, 6, 8, 3, 7, 11, 9, 9, 3, 8, 5, 6, E
4, 9, 6, 7, 4, 5, 8, 6, 6, 8, 8, 15, 3, 10, 4, 9, C
5, 5, 6, 8, 3, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
2, 1, 2, 1, 1, 6, 7, 6, 9, 7, 6, 13, 0, 8, 4, 9, C
6, 8, 7, 10, 6, 8, 6, 7, 4, 8, 7, 11, 4, 9, 7, 7, Q
5, 11, 7, 8, 6, 7, 7, 8, 5, 7, 5, 6, 3, 7, 3, 8, N
1, 0, 2, 1, 1, 6, 9, 7, 3, 7, 5, 8, 2, 7, 4, 11, R
2, 4, 4, 3, 3, 8, 7, 2, 5, 10, 5, 6, 2, 8, 4, 9, B
4, 9, 5, 6, 2, 1, 11, 5, 7, 12, 11, 9, 0, 8, 2, 6, F
2, 3, 3, 2, 1, 5, 8, 5, 6, 10, 9, 8, 3, 9, 2, 6, U
5, 8, 5, 6, 3, 3, 12, 3, 3, 10, 11, 8, 2, 10, 1, 8, V
5, 10, 5, 8, 3, 3, 8, 6, 12, 7, 5, 15, 0, 8, 7, 7, E
9, 12, 8, 7, 5, 6, 6, 5, 4, 9, 9, 6, 5, 11, 4, 6, Y
5, 11, 6, 8, 3, 5, 9, 11, 6, 8, 6, 5, 2, 10, 4, 8, P
5, 10, 5, 7, 7, 6, 7, 8, 5, 7, 6, 7, 2, 8, 7, 10, B
2, 5, 5, 4, 2, 10, 5, 4, 5, 14, 5, 11, 1, 6, 1, 7, J
6, 10, 8, 8, 7, 5, 9, 4, 8, 12, 10, 8, 3, 8, 5, 4, E
1, 3, 2, 1, 2, 7, 7, 5, 6, 7, 6, 8, 2, 8, 5, 10, E
1, 7, 2, 5, 1, 13, 3, 8, 4, 13, 4, 12, 1, 6, 0, 8, J
4, 9, 4, 6, 2, 3, 7, 6, 11, 7, 6, 15, 0, 8, 7, 7, E
6, 11, 9, 8, 5, 6, 9, 1, 7, 6, 12, 9, 2, 11, 2, 8, Y
4, 5, 6, 4, 4, 6, 6, 5, 5, 8, 4, 7, 3, 7, 4, 7, O
6, 12, 5, 6, 4, 8, 6, 4, 3, 9, 8, 11, 4, 9, 7, 11, C
4, 8, 6, 6, 4, 6, 8, 4, 7, 6, 5, 10, 3, 8, 4, 9, K
6, 9, 9, 8, 9, 7, 7, 4, 4, 7, 5, 8, 8, 7, 7, 9, R
4, 9, 6, 7, 4, 5, 11, 4, 6, 11, 10, 5, 2, 10, 3, 5, F
5, 7, 6, 5, 4, 5, 7, 5, 7, 9, 7, 9, 3, 9, 3, 6, U
3, 8, 4, 5, 1, 7, 7, 4, 4, 7, 6, 8, 3, 8, 4, 8, X
4, 6, 6, 5, 5, 7, 8, 4, 3, 6, 6, 8, 4, 7, 1, 7, U
3, 6, 4, 4, 4, 8, 7, 6, 3, 7, 6, 10, 3, 8, 7, 9, E
3, 4, 4, 3, 3, 6, 7, 4, 7, 7, 6, 11, 3, 8, 5, 10, K
3, 4, 4, 3, 1, 5, 12, 2, 7, 11, 9, 5, 0, 10, 1, 5, T
2, 1, 3, 2, 2, 7, 8, 6, 6, 7, 6, 9, 3, 8, 3, 8, H
6, 6, 8, 8, 8, 6, 11, 2, 3, 8, 9, 6, 5, 10, 5, 6, P
2, 4, 4, 3, 2, 7, 11, 5, 2, 11, 5, 3, 1, 10, 2, 9, P
4, 2, 4, 3, 3, 7, 8, 5, 6, 6, 5, 7, 3, 7, 4, 8, R
4, 11, 6, 8, 6, 9, 11, 3, 7, 5, 12, 8, 2, 12, 1, 9, T
4, 9, 5, 6, 1, 7, 7, 5, 4, 7, 6, 8, 3, 8, 4, 8, X
1, 5, 0, 8, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
3, 5, 5, 4, 5, 7, 8, 5, 2, 7, 7, 8, 6, 11, 7, 8, G
5, 10, 5, 5, 3, 10, 3, 3, 3, 11, 6, 10, 3, 10, 4, 10, L
3, 8, 5, 6, 4, 4, 11, 2, 6, 11, 9, 6, 1, 10, 3, 6, F
1, 3, 3, 1, 1, 8, 8, 2, 5, 14, 5, 8, 1, 7, 0, 8, J
3, 5, 4, 3, 2, 4, 12, 2, 3, 9, 11, 7, 3, 10, 1, 7, V
4, 8, 6, 6, 5, 5, 6, 4, 7, 6, 6, 10, 3, 8, 5, 10, K
1, 0, 2, 0, 0, 7, 9, 3, 1, 7, 12, 8, 1, 11, 0, 8, Y
3, 7, 5, 5, 2, 8, 5, 5, 5, 15, 7, 12, 1, 6, 1, 6, J
5, 8, 3, 12, 3, 9, 6, 2, 4, 9, 5, 6, 3, 9, 5, 10, J
5, 9, 8, 7, 5, 10, 6, 2, 8, 11, 4, 9, 3, 8, 5, 11, E
3, 9, 5, 7, 3, 5, 5, 2, 8, 6, 1, 10, 0, 6, 3, 7, L
4, 9, 4, 4, 1, 6, 10, 2, 7, 12, 7, 5, 1, 10, 3, 5, T
3, 5, 3, 3, 2, 8, 7, 5, 10, 6, 6, 7, 2, 8, 7, 8, Z
0, 0, 0, 0, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 11, 5, 8, 3, 9, 2, 2, 7, 9, 2, 10, 1, 5, 3, 9, L
2, 4, 3, 3, 3, 7, 7, 5, 5, 7, 6, 8, 3, 8, 2, 8, H
2, 1, 2, 1, 1, 7, 7, 11, 1, 5, 6, 8, 4, 8, 0, 8, N
4, 6, 5, 4, 4, 6, 7, 6, 4, 7, 6, 8, 2, 9, 7, 10, P
5, 8, 7, 6, 5, 10, 6, 3, 5, 10, 3, 7, 3, 7, 4, 10, R
7, 12, 7, 6, 3, 8, 10, 5, 4, 4, 6, 9, 6, 10, 3, 6, N
3, 5, 5, 3, 3, 8, 7, 2, 6, 10, 5, 7, 2, 8, 4, 10, B
7, 11, 7, 8, 5, 7, 6, 7, 7, 10, 7, 13, 3, 8, 5, 7, G
3, 4, 4, 3, 2, 5, 12, 3, 6, 11, 9, 4, 1, 11, 1, 5, T
6, 6, 8, 6, 6, 8, 3, 4, 5, 7, 3, 9, 5, 5, 6, 8, Q
1, 0, 1, 1, 0, 7, 7, 5, 7, 7, 6, 13, 0, 8, 4, 10, C
2, 3, 2, 2, 1, 4, 11, 3, 5, 11, 10, 5, 1, 11, 2, 6, Y
3, 5, 6, 4, 3, 9, 8, 3, 5, 10, 3, 5, 5, 9, 1, 8, N
2, 3, 3, 2, 2, 7, 8, 3, 8, 6, 6, 7, 2, 8, 5, 7, X
4, 6, 6, 5, 6, 7, 7, 4, 4, 7, 6, 8, 6, 10, 7, 7, V
3, 4, 5, 3, 2, 9, 6, 1, 8, 10, 4, 7, 2, 8, 3, 8, X
7, 10, 9, 8, 8, 7, 4, 6, 4, 7, 6, 9, 5, 9, 9, 8, E
3, 7, 4, 5, 2, 6, 14, 1, 5, 8, 10, 7, 0, 8, 0, 8, T
6, 10, 6, 7, 4, 4, 12, 1, 2, 8, 10, 7, 6, 12, 2, 7, V
4, 8, 6, 6, 4, 9, 7, 2, 5, 13, 4, 5, 1, 10, 3, 10, P
4, 8, 6, 6, 2, 9, 6, 2, 8, 15, 4, 8, 0, 7, 0, 8, J
5, 10, 6, 8, 7, 8, 5, 7, 3, 8, 6, 8, 6, 5, 6, 10, R
3, 8, 5, 5, 1, 7, 10, 3, 2, 7, 13, 8, 2, 11, 0, 8, Y
5, 9, 7, 7, 3, 9, 12, 3, 4, 4, 11, 9, 3, 10, 1, 8, V
8, 12, 9, 6, 5, 8, 7, 2, 7, 11, 4, 7, 5, 10, 4, 8, X
5, 12, 4, 6, 2, 11, 5, 3, 6, 12, 3, 7, 2, 9, 4, 11, I
4, 9, 6, 7, 6, 7, 7, 8, 6, 6, 5, 5, 3, 9, 4, 8, D
8, 13, 8, 7, 5, 7, 6, 2, 8, 11, 4, 8, 4, 5, 4, 7, X
2, 2, 3, 4, 2, 4, 4, 4, 7, 2, 1, 6, 0, 7, 1, 6, L
3, 7, 5, 5, 3, 10, 6, 2, 7, 11, 4, 9, 2, 8, 5, 12, E
1, 3, 2, 1, 1, 6, 4, 1, 7, 8, 3, 10, 0, 7, 2, 8, L
2, 4, 3, 3, 2, 10, 2, 2, 2, 9, 2, 9, 1, 6, 2, 8, A
2, 2, 3, 3, 2, 6, 10, 4, 5, 10, 9, 5, 2, 9, 3, 6, F
5, 9, 5, 7, 3, 3, 11, 3, 6, 11, 12, 6, 1, 11, 2, 6, Y
5, 11, 7, 8, 8, 9, 7, 5, 4, 6, 7, 5, 9, 7, 3, 5, M
2, 5, 4, 4, 2, 8, 3, 2, 2, 8, 2, 8, 2, 6, 2, 7, A
4, 9, 5, 6, 3, 7, 7, 12, 1, 7, 9, 8, 8, 6, 0, 8, M
4, 7, 5, 5, 4, 6, 7, 3, 7, 11, 8, 9, 3, 8, 4, 8, E
6, 7, 6, 5, 3, 4, 13, 4, 6, 12, 9, 4, 1, 11, 2, 4, T
4, 5, 6, 5, 5, 7, 4, 4, 5, 7, 5, 8, 5, 4, 7, 7, Q
1, 0, 2, 0, 0, 7, 3, 2, 0, 7, 2, 8, 2, 6, 1, 8, A
4, 8, 6, 6, 5, 9, 5, 2, 5, 8, 1, 6, 3, 4, 3, 7, A
2, 3, 2, 1, 1, 4, 10, 5, 6, 12, 9, 9, 1, 9, 2, 7, C
3, 6, 5, 4, 3, 8, 7, 2, 9, 11, 6, 8, 2, 8, 5, 8, Z
7, 15, 6, 8, 4, 6, 10, 2, 6, 12, 7, 6, 3, 9, 5, 5, T
2, 7, 3, 5, 2, 8, 8, 7, 6, 8, 6, 8, 2, 8, 9, 8, S
5, 8, 8, 6, 3, 11, 6, 3, 5, 10, 1, 4, 5, 9, 1, 7, N
2, 2, 3, 3, 2, 6, 9, 5, 4, 9, 7, 4, 1, 10, 3, 7, P
4, 11, 6, 8, 2, 8, 15, 1, 6, 7, 11, 8, 0, 8, 0, 8, T
7, 14, 6, 8, 4, 8, 8, 2, 6, 13, 4, 5, 2, 8, 6, 9, I
2, 7, 4, 5, 2, 6, 11, 2, 3, 8, 11, 8, 2, 11, 1, 9, V
5, 10, 5, 8, 4, 7, 7, 8, 5, 10, 7, 7, 3, 8, 4, 8, O
2, 5, 3, 4, 2, 5, 8, 7, 8, 8, 8, 14, 1, 9, 4, 10, C
3, 8, 5, 6, 5, 7, 7, 4, 6, 7, 6, 5, 3, 8, 3, 7, D
6, 13, 5, 8, 4, 6, 8, 5, 4, 9, 8, 10, 4, 9, 10, 8, C
6, 10, 8, 8, 9, 7, 9, 6, 4, 7, 9, 7, 7, 7, 5, 10, W
3, 10, 5, 7, 4, 7, 11, 2, 3, 5, 11, 9, 2, 11, 1, 8, V
0, 0, 0, 0, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
4, 7, 4, 5, 1, 3, 12, 4, 5, 13, 11, 5, 1, 11, 1, 6, Y
5, 9, 5, 4, 3, 7, 7, 4, 6, 10, 6, 7, 5, 9, 6, 5, D
3, 4, 5, 3, 3, 9, 7, 2, 7, 10, 3, 8, 3, 8, 3, 9, K
4, 8, 6, 6, 4, 10, 5, 3, 6, 10, 2, 7, 3, 8, 3, 10, H
5, 8, 6, 6, 4, 7, 9, 8, 5, 6, 7, 9, 3, 8, 3, 7, O
3, 8, 5, 6, 3, 8, 3, 2, 2, 7, 1, 8, 2, 6, 3, 7, A
3, 6, 4, 4, 2, 8, 7, 3, 5, 14, 6, 10, 1, 6, 1, 7, J
2, 0, 2, 1, 0, 7, 7, 6, 5, 7, 6, 8, 2, 8, 3, 8, O
6, 9, 6, 6, 4, 5, 9, 1, 7, 8, 9, 5, 2, 11, 3, 4, Y
5, 10, 6, 8, 6, 8, 4, 8, 4, 7, 5, 9, 4, 9, 4, 7, Q
5, 10, 6, 7, 6, 8, 8, 8, 5, 6, 7, 10, 3, 8, 4, 6, U
4, 6, 6, 4, 5, 8, 7, 5, 6, 9, 4, 5, 3, 8, 3, 8, D
3, 6, 4, 4, 2, 7, 7, 14, 2, 5, 6, 8, 6, 8, 0, 8, N
4, 8, 6, 7, 6, 9, 8, 2, 5, 7, 5, 6, 3, 8, 7, 8, X
4, 9, 4, 4, 2, 10, 4, 3, 3, 11, 6, 10, 3, 10, 4, 10, L
4, 9, 6, 7, 8, 8, 8, 5, 1, 7, 7, 8, 8, 9, 4, 9, O
6, 10, 9, 8, 8, 6, 12, 2, 2, 7, 8, 8, 7, 12, 1, 8, W
7, 8, 7, 6, 5, 2, 12, 2, 2, 10, 10, 8, 6, 11, 1, 7, W
1, 3, 2, 1, 1, 7, 7, 5, 4, 9, 7, 9, 2, 8, 3, 10, G
2, 4, 3, 3, 2, 6, 8, 5, 5, 9, 8, 9, 2, 8, 4, 9, G
6, 10, 8, 7, 4, 6, 11, 2, 6, 14, 6, 3, 1, 10, 2, 7, F
5, 10, 7, 8, 8, 8, 10, 6, 3, 8, 7, 6, 10, 10, 6, 10, O
5, 9, 5, 4, 3, 5, 9, 3, 6, 9, 8, 9, 5, 7, 3, 7, H
3, 3, 4, 2, 1, 7, 8, 6, 8, 8, 10, 7, 3, 9, 1, 8, U
3, 5, 5, 4, 3, 10, 6, 2, 6, 10, 4, 7, 2, 8, 4, 10, B
5, 8, 7, 6, 5, 9, 8, 6, 4, 7, 5, 8, 3, 8, 10, 7, Z
2, 4, 4, 3, 2, 8, 7, 2, 9, 11, 5, 9, 1, 8, 5, 8, Z
3, 8, 4, 6, 3, 6, 8, 8, 10, 5, 4, 10, 2, 8, 6, 7, E
2, 3, 2, 1, 1, 7, 9, 5, 5, 6, 9, 9, 3, 10, 1, 8, U
3, 5, 4, 4, 2, 4, 10, 2, 7, 11, 10, 6, 1, 11, 2, 5, Y
3, 7, 3, 5, 2, 5, 7, 10, 8, 7, 6, 5, 3, 8, 4, 8, D
4, 8, 4, 6, 4, 6, 9, 9, 7, 7, 5, 7, 2, 8, 9, 10, B
2, 6, 4, 4, 4, 6, 9, 3, 2, 7, 7, 6, 2, 8, 8, 1, S
2, 0, 3, 1, 0, 7, 9, 4, 2, 7, 13, 8, 2, 10, 0, 8, V
3, 6, 4, 4, 4, 8, 7, 6, 2, 6, 7, 8, 5, 9, 4, 6, W
4, 5, 5, 5, 5, 7, 9, 4, 7, 7, 8, 8, 3, 10, 6, 7, T
5, 6, 7, 5, 7, 7, 8, 6, 3, 7, 7, 8, 6, 11, 7, 8, G
2, 4, 3, 2, 2, 6, 7, 5, 6, 7, 6, 8, 3, 8, 3, 8, H
3, 7, 4, 5, 2, 6, 8, 0, 7, 13, 7, 8, 0, 8, 1, 7, I
5, 8, 6, 6, 5, 6, 8, 7, 4, 9, 8, 8, 3, 8, 3, 8, O
6, 8, 6, 6, 3, 5, 12, 2, 8, 12, 9, 4, 1, 11, 2, 4, T
5, 8, 8, 6, 9, 8, 6, 3, 2, 8, 4, 8, 12, 5, 2, 7, M
3, 7, 5, 5, 3, 8, 7, 2, 9, 11, 5, 7, 1, 7, 6, 8, Z
2, 4, 3, 3, 2, 8, 6, 6, 3, 9, 5, 8, 2, 8, 2, 8, O
4, 9, 7, 7, 3, 7, 7, 1, 9, 10, 6, 8, 3, 8, 4, 7, X
2, 5, 3, 4, 2, 8, 7, 7, 4, 9, 6, 8, 2, 8, 2, 8, O
4, 4, 5, 6, 1, 7, 7, 5, 4, 7, 6, 8, 3, 8, 4, 8, X
5, 11, 6, 8, 5, 6, 8, 9, 8, 7, 5, 7, 2, 8, 9, 10, B
5, 8, 8, 6, 4, 5, 8, 2, 8, 11, 10, 10, 3, 8, 3, 6, X
2, 3, 4, 4, 0, 7, 10, 1, 3, 7, 12, 8, 1, 11, 0, 8, Y
2, 4, 3, 3, 2, 5, 10, 4, 5, 10, 9, 5, 1, 10, 3, 6, F
4, 11, 5, 8, 2, 6, 10, 1, 3, 7, 12, 8, 1, 11, 0, 8, Y
3, 7, 4, 5, 4, 8, 6, 7, 5, 7, 6, 8, 3, 8, 4, 5, U
2, 5, 3, 3, 1, 3, 4, 3, 8, 2, 1, 7, 0, 7, 1, 6, L
6, 9, 8, 7, 6, 9, 9, 5, 4, 6, 5, 7, 3, 9, 10, 5, Z
2, 1, 4, 2, 2, 9, 11, 3, 2, 5, 9, 8, 5, 11, 0, 8, W
6, 10, 8, 7, 5, 6, 10, 2, 4, 9, 7, 7, 5, 9, 1, 8, N
5, 9, 7, 7, 5, 5, 6, 7, 7, 7, 5, 13, 4, 9, 5, 8, G
3, 6, 4, 4, 2, 9, 3, 2, 6, 9, 2, 10, 1, 5, 3, 9, L
5, 11, 6, 8, 5, 4, 6, 7, 3, 7, 7, 12, 4, 8, 3, 11, K
4, 8, 4, 9, 6, 7, 10, 5, 3, 6, 10, 11, 3, 9, 6, 8, Q
0, 8, 0, 5, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
7, 12, 6, 6, 4, 10, 4, 3, 6, 10, 2, 7, 4, 7, 4, 12, D
3, 4, 4, 3, 2, 5, 10, 2, 7, 10, 10, 5, 1, 11, 3, 5, Y
6, 11, 8, 8, 9, 6, 7, 3, 4, 8, 8, 9, 8, 9, 7, 5, N
3, 9, 4, 6, 3, 5, 11, 8, 4, 7, 4, 9, 3, 7, 6, 11, R
2, 2, 3, 3, 2, 8, 6, 6, 3, 6, 6, 9, 2, 9, 4, 9, Q
1, 1, 0, 2, 0, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
4, 4, 5, 6, 2, 6, 7, 7, 11, 6, 6, 13, 1, 7, 4, 9, C
5, 7, 5, 5, 2, 4, 9, 5, 7, 11, 11, 9, 3, 9, 1, 6, U
2, 9, 4, 6, 3, 11, 2, 1, 2, 9, 3, 9, 2, 6, 3, 8, A
7, 7, 10, 6, 11, 9, 7, 5, 5, 7, 6, 7, 11, 9, 7, 3, M
7, 15, 6, 8, 3, 7, 11, 5, 5, 9, 10, 5, 5, 12, 4, 8, V
6, 9, 8, 7, 6, 8, 9, 4, 4, 12, 5, 4, 1, 10, 3, 8, P
4, 8, 6, 6, 8, 9, 9, 4, 4, 8, 7, 5, 4, 9, 8, 6, D
3, 6, 4, 4, 3, 5, 7, 6, 5, 9, 7, 11, 2, 8, 4, 10, G
3, 8, 5, 6, 7, 8, 9, 5, 3, 7, 7, 7, 9, 8, 9, 8, H
1, 3, 2, 2, 1, 8, 7, 5, 5, 9, 5, 6, 2, 8, 3, 8, D
3, 6, 4, 6, 4, 8, 7, 4, 3, 6, 6, 8, 4, 8, 1, 7, U
2, 8, 4, 6, 1, 9, 8, 4, 2, 6, 13, 8, 3, 10, 0, 8, V
5, 6, 6, 8, 6, 9, 8, 7, 2, 4, 7, 11, 3, 9, 5, 10, Q
2, 3, 4, 1, 2, 5, 8, 3, 5, 10, 9, 9, 3, 8, 2, 6, H
4, 9, 4, 7, 4, 7, 8, 3, 12, 8, 6, 8, 0, 8, 7, 7, Z
2, 3, 3, 1, 1, 9, 6, 2, 7, 10, 4, 8, 2, 8, 3, 9, X
5, 8, 7, 6, 5, 7, 6, 10, 5, 6, 4, 5, 4, 7, 4, 9, N
9, 13, 8, 7, 4, 7, 7, 3, 7, 9, 9, 9, 6, 11, 3, 7, K
5, 8, 7, 10, 7, 8, 8, 4, 5, 7, 6, 8, 4, 6, 9, 8, J
3, 6, 5, 4, 1, 8, 5, 4, 7, 15, 7, 13, 0, 7, 1, 7, J
3, 5, 3, 3, 2, 6, 10, 4, 5, 10, 9, 5, 2, 10, 3, 6, F
3, 5, 4, 6, 1, 5, 14, 1, 6, 9, 11, 7, 0, 8, 0, 8, T
4, 7, 4, 5, 4, 7, 8, 5, 9, 7, 7, 9, 1, 9, 7, 8, Z
2, 3, 3, 1, 2, 8, 7, 2, 5, 10, 5, 6, 2, 8, 4, 9, B
2, 1, 3, 3, 2, 8, 7, 3, 9, 6, 6, 6, 2, 8, 5, 8, X
3, 4, 5, 6, 1, 8, 10, 2, 2, 6, 13, 8, 2, 11, 0, 8, Y
3, 6, 4, 4, 2, 5, 3, 6, 9, 2, 2, 4, 1, 6, 1, 5, L
6, 10, 9, 8, 9, 8, 7, 6, 6, 9, 7, 6, 6, 10, 9, 10, B
4, 10, 6, 7, 5, 7, 8, 6, 5, 8, 5, 9, 3, 6, 6, 11, R
3, 8, 4, 5, 2, 5, 11, 8, 3, 7, 3, 8, 3, 7, 6, 11, R
2, 6, 3, 4, 3, 8, 7, 7, 6, 7, 8, 9, 2, 10, 8, 8, S
4, 10, 7, 7, 2, 8, 7, 3, 0, 7, 0, 8, 3, 7, 2, 8, A
4, 8, 6, 6, 3, 6, 11, 3, 6, 14, 7, 3, 0, 9, 2, 8, P
3, 7, 4, 5, 3, 6, 7, 5, 9, 7, 7, 9, 1, 9, 7, 8, Z
3, 6, 4, 4, 3, 8, 8, 7, 4, 7, 7, 7, 3, 8, 2, 8, O
4, 6, 6, 4, 3, 6, 9, 2, 8, 11, 8, 6, 1, 8, 6, 5, Z
4, 7, 6, 5, 4, 9, 7, 7, 6, 7, 6, 5, 3, 8, 3, 6, H
4, 9, 5, 7, 2, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
5, 8, 6, 6, 6, 5, 6, 4, 6, 6, 6, 10, 3, 8, 5, 10, K
4, 8, 6, 12, 11, 9, 7, 4, 2, 6, 7, 9, 5, 11, 8, 9, Y
4, 2, 5, 4, 3, 6, 6, 6, 6, 6, 6, 10, 2, 9, 4, 8, G
6, 10, 8, 8, 5, 8, 7, 2, 10, 12, 5, 8, 1, 7, 6, 7, Z
3, 5, 5, 4, 2, 7, 8, 1, 8, 10, 8, 8, 2, 8, 3, 7, X
6, 10, 8, 8, 8, 7, 7, 5, 3, 7, 6, 9, 5, 8, 9, 8, E
5, 10, 5, 8, 4, 5, 6, 6, 5, 9, 8, 12, 2, 9, 4, 10, G
7, 8, 10, 7, 11, 8, 8, 4, 3, 6, 6, 7, 12, 7, 6, 7, M
4, 10, 5, 7, 1, 7, 7, 5, 4, 7, 6, 8, 3, 8, 4, 8, X
4, 7, 5, 5, 4, 5, 8, 5, 6, 9, 7, 9, 3, 9, 3, 6, U
4, 8, 5, 6, 3, 7, 7, 4, 9, 6, 6, 8, 3, 8, 6, 8, X
2, 2, 3, 3, 2, 7, 9, 4, 2, 7, 8, 10, 2, 9, 4, 8, Q
2, 3, 4, 2, 1, 6, 10, 3, 5, 13, 6, 5, 1, 9, 1, 7, F
