@relation unknow
@attribute x-box integer [0, 15]
@attribute y-box integer [0, 15]
@attribute width integer [0, 15]
@attribute high integer [0, 15]
@attribute onpix integer [0, 15]
@attribute x-bar integer [0, 15]
@attribute y-bar integer [0, 15]
@attribute x2bar integer [0, 15]
@attribute y2bar integer [0, 15]
@attribute xybar integer [0, 15]
@attribute x2ybr integer [0, 15]
@attribute xy2br integer [0, 15]
@attribute x-ege integer [0, 15]
@attribute xegvy integer [0, 15]
@attribute y-ege integer [0, 15]
@attribute yegvx integer [0, 15]
@attribute letter {T, I, D, N, G, S, B, A, J, M, X, O, R, F, C, H, W, L, P, E, V, Y, Q, U, K, Z}
@inputs x-box, y-box, width, high, onpix, x-bar, y-bar, x2bar, y2bar, xybar, x2ybr, xy2br, x-ege, xegvy, y-ege, yegvx
@outputs letter
@data
2, 1, 3, 2, 1, 8, 2, 2, 1, 7, 2, 8, 2, 7, 2, 7, A
5, 8, 7, 7, 6, 6, 7, 5, 7, 7, 5, 7, 4, 7, 6, 5, D
3, 7, 5, 5, 5, 7, 8, 7, 6, 7, 5, 7, 2, 7, 6, 10, B
4, 7, 5, 5, 2, 7, 7, 6, 7, 12, 7, 11, 2, 10, 3, 8, C
4, 7, 5, 5, 2, 7, 4, 14, 5, 7, 14, 8, 3, 9, 0, 8, U
2, 3, 4, 1, 2, 8, 7, 2, 5, 10, 5, 6, 1, 8, 4, 9, B
2, 2, 3, 3, 2, 7, 7, 8, 4, 7, 6, 8, 2, 8, 3, 8, O
4, 10, 5, 8, 4, 3, 6, 7, 4, 7, 7, 12, 3, 8, 3, 11, K
4, 7, 5, 5, 2, 4, 9, 6, 8, 12, 10, 12, 1, 9, 3, 7, C
6, 9, 6, 7, 4, 8, 6, 8, 5, 10, 6, 10, 3, 8, 4, 6, O
2, 0, 2, 1, 1, 7, 7, 3, 11, 8, 6, 8, 0, 8, 7, 8, Z
4, 2, 5, 4, 4, 8, 7, 5, 6, 6, 5, 5, 2, 8, 7, 10, B
3, 8, 6, 6, 5, 8, 8, 4, 5, 9, 6, 4, 5, 10, 4, 6, I
2, 5, 4, 4, 1, 9, 6, 2, 7, 14, 5, 10, 1, 6, 1, 7, J
0, 0, 1, 0, 0, 6, 7, 5, 7, 7, 6, 14, 0, 8, 3, 10, C
3, 9, 5, 6, 2, 9, 11, 1, 3, 5, 11, 8, 1, 10, 0, 8, Y
2, 3, 3, 1, 2, 6, 6, 6, 4, 7, 7, 10, 6, 5, 1, 9, M
4, 6, 4, 4, 2, 3, 11, 4, 3, 10, 12, 7, 2, 10, 1, 8, V
1, 3, 2, 2, 1, 7, 8, 1, 7, 13, 6, 8, 0, 8, 1, 7, I
4, 3, 5, 5, 3, 7, 7, 12, 1, 7, 9, 8, 8, 6, 0, 8, M
3, 5, 4, 3, 1, 4, 12, 4, 4, 11, 11, 7, 2, 11, 1, 8, V
5, 5, 5, 7, 2, 1, 15, 5, 3, 12, 9, 4, 0, 8, 3, 6, F
4, 8, 5, 6, 4, 6, 7, 8, 7, 6, 5, 4, 3, 8, 4, 8, D
6, 11, 7, 8, 4, 7, 6, 7, 7, 11, 6, 13, 3, 9, 5, 8, G
4, 9, 4, 5, 2, 9, 3, 4, 5, 12, 4, 13, 2, 6, 5, 9, L
8, 10, 7, 5, 4, 8, 6, 4, 6, 9, 6, 5, 4, 10, 4, 6, Y
2, 4, 4, 3, 2, 8, 8, 3, 5, 12, 4, 4, 1, 10, 2, 8, P
3, 7, 3, 5, 2, 3, 7, 6, 11, 7, 7, 15, 0, 8, 7, 7, E
1, 7, 2, 5, 2, 10, 6, 1, 5, 11, 4, 8, 0, 6, 1, 7, J
6, 9, 6, 5, 3, 8, 6, 5, 5, 10, 4, 6, 4, 7, 6, 10, D
5, 9, 9, 7, 6, 5, 5, 2, 4, 3, 2, 7, 6, 7, 7, 2, A
7, 11, 9, 8, 6, 9, 8, 4, 7, 9, 3, 7, 3, 6, 5, 11, R
1, 1, 1, 2, 1, 7, 7, 1, 7, 7, 6, 8, 0, 8, 2, 8, I
8, 14, 8, 8, 6, 4, 8, 1, 3, 8, 9, 8, 10, 11, 2, 6, W
2, 1, 3, 2, 2, 7, 7, 6, 6, 7, 6, 5, 2, 8, 3, 7, D
2, 4, 4, 3, 2, 9, 6, 4, 6, 10, 4, 6, 2, 8, 3, 8, D
4, 6, 4, 4, 3, 9, 6, 7, 5, 10, 4, 10, 3, 8, 4, 7, O
5, 5, 5, 7, 3, 7, 8, 15, 1, 7, 4, 8, 3, 8, 0, 8, H
8, 10, 7, 6, 3, 7, 10, 5, 5, 4, 5, 10, 6, 11, 3, 7, N
6, 8, 9, 7, 9, 7, 8, 5, 5, 8, 6, 8, 7, 7, 9, 6, B
4, 7, 6, 5, 6, 5, 8, 4, 6, 7, 6, 10, 5, 8, 5, 7, T
2, 7, 4, 5, 1, 9, 14, 1, 6, 5, 11, 9, 0, 8, 0, 8, T
3, 6, 5, 4, 5, 8, 8, 6, 6, 7, 6, 6, 2, 8, 6, 9, B
2, 5, 3, 3, 2, 8, 7, 7, 4, 9, 5, 8, 2, 8, 3, 8, O
1, 1, 1, 1, 0, 12, 3, 6, 4, 13, 4, 11, 0, 7, 0, 8, J
5, 9, 5, 4, 3, 10, 8, 4, 4, 12, 4, 5, 4, 10, 5, 9, P
5, 11, 7, 8, 5, 8, 7, 9, 8, 7, 6, 2, 4, 8, 5, 9, D
3, 6, 3, 4, 2, 8, 6, 12, 4, 8, 11, 8, 3, 9, 0, 8, U
2, 3, 3, 5, 2, 3, 8, 6, 10, 7, 6, 14, 0, 8, 7, 8, E
3, 4, 5, 6, 6, 7, 8, 4, 1, 6, 8, 9, 4, 11, 7, 7, Y
3, 3, 4, 2, 1, 4, 10, 2, 7, 10, 10, 5, 2, 12, 3, 4, Y
3, 2, 5, 3, 2, 7, 12, 2, 3, 7, 11, 9, 2, 10, 1, 8, V
4, 9, 6, 7, 6, 9, 9, 4, 3, 8, 4, 6, 4, 8, 5, 4, J
5, 8, 5, 6, 3, 5, 11, 2, 8, 12, 10, 5, 1, 10, 2, 4, T
7, 11, 9, 9, 7, 9, 7, 8, 6, 6, 6, 7, 6, 7, 9, 15, L
4, 5, 6, 5, 5, 9, 5, 2, 4, 8, 4, 8, 4, 6, 6, 11, K
4, 6, 5, 5, 5, 6, 8, 4, 3, 8, 7, 9, 4, 10, 8, 11, E
8, 15, 7, 8, 5, 8, 10, 3, 5, 12, 5, 4, 4, 9, 7, 7, F
5, 5, 7, 8, 3, 7, 7, 4, 15, 9, 6, 8, 0, 8, 9, 8, Z
1, 1, 2, 1, 1, 6, 9, 7, 3, 7, 5, 8, 2, 7, 4, 11, R
2, 6, 4, 4, 1, 10, 6, 2, 7, 15, 4, 7, 0, 7, 0, 8, J
4, 10, 6, 8, 4, 8, 8, 6, 5, 6, 6, 6, 6, 9, 2, 5, N
4, 10, 4, 7, 2, 7, 5, 15, 5, 7, 13, 8, 3, 9, 0, 8, U
5, 7, 5, 5, 2, 3, 11, 4, 3, 10, 12, 7, 2, 10, 1, 8, V
5, 11, 7, 8, 8, 5, 7, 5, 4, 7, 5, 8, 4, 6, 10, 8, K
5, 10, 7, 8, 5, 8, 4, 3, 0, 7, 1, 8, 2, 7, 4, 8, A
2, 1, 2, 1, 1, 4, 8, 5, 8, 7, 6, 13, 0, 8, 7, 9, E
8, 9, 6, 4, 3, 8, 8, 5, 4, 12, 3, 6, 5, 9, 4, 8, P
2, 2, 4, 3, 2, 8, 7, 3, 9, 6, 6, 8, 3, 8, 6, 8, X
1, 3, 2, 1, 1, 6, 12, 2, 3, 8, 11, 8, 2, 11, 0, 8, V
5, 9, 7, 7, 5, 9, 6, 2, 9, 11, 4, 9, 3, 7, 7, 9, Z
6, 11, 6, 6, 3, 6, 5, 4, 5, 6, 8, 8, 5, 7, 2, 8, U
4, 8, 5, 6, 4, 6, 6, 8, 7, 6, 6, 7, 2, 8, 9, 10, B
9, 15, 8, 8, 4, 9, 2, 4, 5, 12, 4, 13, 2, 7, 6, 8, L
2, 3, 4, 1, 2, 5, 6, 3, 4, 10, 10, 10, 4, 7, 1, 7, M
5, 7, 7, 6, 8, 5, 7, 5, 4, 6, 5, 8, 11, 7, 5, 9, M
2, 6, 4, 4, 2, 11, 3, 3, 2, 10, 1, 9, 2, 6, 2, 8, A
5, 7, 7, 5, 6, 7, 9, 4, 6, 10, 6, 6, 3, 7, 6, 8, B
7, 9, 7, 7, 4, 3, 10, 2, 7, 11, 11, 6, 1, 11, 2, 5, Y
5, 4, 5, 6, 2, 4, 8, 9, 1, 7, 6, 11, 3, 8, 3, 11, K
7, 14, 6, 8, 4, 8, 9, 3, 7, 14, 4, 5, 2, 8, 5, 9, I
4, 6, 5, 4, 5, 8, 7, 6, 3, 8, 5, 7, 4, 7, 7, 10, R
4, 10, 5, 7, 5, 8, 9, 8, 6, 7, 4, 6, 2, 6, 9, 8, S
5, 9, 6, 7, 5, 8, 6, 8, 6, 7, 5, 8, 3, 8, 4, 7, O
5, 10, 8, 8, 9, 6, 7, 3, 4, 7, 6, 9, 8, 10, 8, 5, R
6, 7, 8, 6, 7, 7, 8, 5, 3, 7, 7, 8, 9, 10, 9, 7, G
4, 7, 7, 5, 3, 5, 9, 2, 8, 10, 10, 8, 3, 8, 4, 6, X
3, 4, 4, 5, 4, 8, 7, 7, 3, 6, 6, 9, 2, 8, 5, 9, Q
5, 8, 6, 6, 8, 8, 6, 5, 2, 7, 6, 8, 8, 9, 4, 10, O
2, 5, 3, 4, 2, 8, 7, 7, 4, 9, 4, 8, 2, 8, 2, 8, O
1, 4, 3, 3, 1, 6, 5, 1, 6, 8, 3, 10, 1, 7, 2, 9, L
4, 9, 6, 7, 4, 7, 9, 5, 7, 5, 9, 9, 3, 9, 1, 8, U
3, 3, 4, 2, 1, 6, 11, 3, 6, 11, 9, 4, 2, 11, 2, 5, T
4, 8, 6, 6, 6, 7, 7, 5, 8, 7, 7, 9, 3, 8, 6, 9, E
3, 6, 4, 4, 3, 10, 7, 3, 5, 10, 3, 7, 3, 7, 3, 11, R
5, 11, 6, 8, 6, 6, 7, 9, 7, 6, 5, 5, 2, 8, 3, 7, D
4, 7, 5, 5, 5, 8, 7, 5, 5, 6, 6, 5, 8, 7, 2, 6, M
3, 9, 5, 7, 8, 10, 7, 5, 5, 7, 5, 6, 4, 6, 10, 6, D
2, 5, 3, 3, 2, 5, 10, 3, 5, 10, 9, 6, 2, 10, 3, 6, F
5, 7, 5, 5, 3, 7, 10, 2, 7, 11, 9, 5, 1, 11, 3, 5, T
5, 7, 6, 6, 6, 8, 9, 4, 4, 7, 4, 7, 6, 8, 5, 5, N
3, 2, 3, 3, 3, 7, 7, 5, 7, 7, 6, 9, 2, 8, 5, 10, E
5, 11, 6, 8, 6, 7, 5, 8, 6, 6, 8, 9, 2, 11, 9, 8, S
10, 14, 8, 8, 5, 8, 8, 7, 5, 6, 10, 7, 7, 13, 3, 7, V
5, 11, 6, 8, 7, 7, 9, 6, 5, 7, 5, 6, 3, 8, 6, 8, B
1, 0, 2, 1, 0, 5, 7, 7, 1, 7, 6, 11, 3, 8, 2, 11, K
4, 5, 6, 6, 5, 7, 9, 4, 5, 7, 7, 8, 3, 7, 8, 8, I
4, 9, 5, 7, 3, 6, 8, 6, 8, 7, 6, 14, 1, 8, 4, 9, C
4, 9, 5, 7, 3, 4, 8, 6, 7, 7, 8, 15, 1, 8, 4, 10, C
5, 10, 4, 5, 3, 8, 5, 5, 3, 9, 9, 11, 4, 9, 7, 11, C
3, 3, 5, 2, 3, 5, 7, 3, 4, 10, 9, 10, 6, 5, 2, 7, M
4, 7, 4, 5, 3, 6, 11, 5, 5, 11, 8, 4, 3, 12, 2, 4, T
5, 10, 7, 7, 4, 7, 11, 4, 5, 13, 5, 3, 1, 10, 3, 8, P
5, 10, 5, 8, 3, 3, 11, 4, 4, 10, 11, 7, 3, 10, 1, 8, V
4, 5, 6, 7, 4, 11, 5, 4, 4, 9, 3, 8, 2, 6, 5, 9, Z
4, 5, 7, 4, 4, 5, 11, 3, 2, 8, 9, 9, 8, 11, 1, 8, W
2, 5, 4, 4, 2, 10, 6, 2, 6, 12, 4, 8, 1, 6, 1, 7, J
6, 9, 9, 6, 5, 5, 8, 1, 8, 10, 10, 9, 3, 8, 3, 6, X
5, 6, 6, 6, 6, 7, 6, 2, 5, 8, 7, 9, 3, 11, 7, 8, X
5, 8, 6, 6, 5, 8, 7, 7, 6, 6, 7, 9, 2, 6, 6, 10, G
2, 4, 4, 3, 2, 7, 8, 2, 7, 11, 7, 9, 2, 9, 4, 8, E
3, 6, 5, 4, 2, 10, 10, 2, 6, 3, 11, 8, 1, 11, 2, 9, Y
5, 8, 5, 6, 4, 6, 7, 6, 8, 8, 6, 8, 6, 10, 4, 3, U
4, 9, 6, 7, 4, 9, 8, 3, 6, 9, 3, 8, 3, 6, 4, 11, R
10, 9, 10, 4, 4, 7, 11, 5, 5, 4, 5, 10, 10, 12, 2, 7, M
3, 6, 4, 5, 2, 8, 9, 7, 6, 5, 8, 9, 3, 8, 5, 10, Q
2, 5, 4, 4, 2, 11, 2, 2, 2, 9, 2, 9, 2, 6, 2, 8, A
2, 2, 3, 2, 2, 7, 8, 4, 2, 8, 7, 9, 2, 9, 4, 8, Q
3, 5, 4, 4, 2, 6, 8, 7, 7, 9, 8, 12, 2, 10, 4, 10, C
4, 10, 6, 8, 6, 8, 8, 4, 6, 8, 3, 8, 4, 5, 5, 12, R
4, 6, 5, 4, 3, 6, 11, 3, 5, 13, 6, 4, 2, 10, 2, 7, F
2, 3, 4, 2, 2, 7, 7, 2, 7, 11, 7, 9, 2, 8, 4, 8, E
3, 6, 4, 4, 2, 7, 8, 8, 7, 6, 7, 8, 3, 8, 4, 8, O
5, 7, 6, 5, 5, 9, 11, 5, 4, 6, 5, 7, 3, 8, 8, 5, Z
3, 10, 4, 8, 3, 9, 13, 0, 5, 6, 10, 8, 0, 8, 0, 8, T
4, 7, 6, 5, 5, 9, 9, 5, 4, 6, 5, 7, 3, 9, 9, 4, Z
4, 9, 6, 7, 7, 9, 6, 5, 2, 7, 6, 10, 8, 8, 4, 11, G
6, 8, 6, 6, 3, 4, 10, 2, 8, 11, 11, 5, 1, 10, 3, 4, Y
2, 1, 3, 2, 1, 8, 7, 3, 8, 6, 6, 8, 2, 8, 5, 8, X
6, 9, 8, 6, 8, 6, 9, 5, 4, 8, 5, 8, 4, 7, 8, 10, K
4, 7, 5, 5, 4, 8, 6, 7, 7, 6, 7, 5, 2, 9, 8, 9, B
4, 3, 4, 5, 1, 4, 8, 9, 1, 7, 6, 11, 3, 8, 2, 11, K
1, 0, 2, 1, 1, 8, 7, 4, 7, 5, 6, 7, 0, 8, 7, 8, S
3, 2, 5, 3, 2, 8, 7, 3, 9, 6, 6, 8, 3, 8, 6, 8, X
1, 3, 3, 2, 1, 7, 8, 2, 9, 11, 6, 8, 1, 8, 5, 7, Z
2, 8, 4, 6, 1, 8, 8, 4, 2, 7, 13, 8, 3, 10, 0, 8, V
7, 11, 9, 8, 7, 7, 9, 6, 6, 7, 6, 6, 6, 9, 2, 6, N
4, 2, 5, 4, 3, 5, 10, 5, 4, 10, 8, 4, 1, 10, 3, 7, P
1, 0, 2, 1, 0, 7, 4, 2, 0, 7, 2, 8, 2, 7, 1, 8, A
4, 5, 6, 8, 2, 7, 15, 1, 6, 7, 11, 8, 0, 8, 0, 8, T
5, 10, 7, 7, 5, 9, 7, 5, 7, 10, 4, 5, 3, 8, 3, 8, D
4, 8, 6, 6, 4, 9, 8, 2, 6, 13, 5, 6, 1, 10, 2, 9, P
3, 5, 4, 4, 2, 6, 7, 6, 6, 10, 7, 11, 2, 9, 4, 9, G
7, 13, 6, 7, 3, 5, 5, 3, 8, 10, 4, 13, 2, 5, 6, 7, L
2, 3, 3, 2, 1, 4, 4, 4, 7, 2, 2, 6, 0, 7, 1, 6, L
4, 8, 6, 6, 5, 8, 8, 8, 5, 6, 7, 9, 3, 8, 4, 6, U
4, 6, 6, 4, 4, 7, 8, 8, 6, 6, 6, 10, 3, 8, 5, 6, U
1, 0, 1, 0, 0, 8, 7, 2, 9, 8, 6, 8, 0, 8, 5, 8, Z
3, 3, 4, 4, 2, 5, 11, 7, 3, 7, 4, 8, 3, 7, 6, 11, R
6, 10, 8, 8, 8, 7, 7, 5, 7, 7, 6, 5, 6, 8, 3, 7, D
3, 3, 3, 4, 1, 1, 12, 4, 4, 12, 10, 7, 0, 8, 2, 6, F
5, 10, 7, 8, 3, 8, 7, 9, 8, 7, 6, 9, 3, 8, 4, 8, O
6, 10, 8, 8, 7, 7, 7, 3, 6, 6, 6, 8, 6, 7, 13, 10, X
3, 5, 5, 4, 4, 9, 8, 2, 6, 8, 5, 6, 2, 6, 7, 7, X
5, 7, 7, 5, 3, 7, 9, 2, 4, 10, 6, 6, 5, 9, 1, 7, N
4, 8, 4, 5, 2, 7, 5, 15, 1, 7, 8, 8, 3, 8, 0, 8, H
3, 7, 4, 5, 3, 5, 7, 5, 7, 6, 5, 10, 3, 8, 4, 9, K
3, 7, 4, 5, 4, 8, 7, 2, 6, 11, 6, 8, 3, 8, 4, 10, E
7, 10, 7, 8, 4, 2, 10, 2, 6, 10, 12, 7, 2, 11, 2, 6, Y
4, 5, 5, 4, 3, 8, 7, 3, 9, 6, 6, 8, 2, 8, 6, 9, X
5, 4, 7, 7, 4, 8, 8, 4, 2, 7, 8, 8, 9, 9, 0, 8, W
3, 2, 4, 3, 2, 6, 8, 6, 7, 7, 9, 9, 3, 9, 1, 8, U
7, 11, 10, 8, 11, 9, 3, 4, 4, 9, 6, 10, 6, 6, 11, 11, S
4, 5, 5, 4, 3, 7, 9, 5, 5, 7, 7, 7, 5, 9, 2, 6, N
4, 7, 6, 10, 10, 8, 5, 4, 2, 8, 8, 9, 5, 9, 6, 8, Y
3, 4, 5, 3, 2, 9, 6, 1, 8, 10, 4, 8, 2, 8, 3, 9, X
3, 9, 4, 7, 3, 9, 9, 3, 1, 6, 12, 8, 3, 10, 1, 8, V
7, 10, 5, 5, 4, 7, 8, 4, 4, 10, 5, 9, 3, 8, 9, 11, E
3, 6, 4, 4, 1, 7, 6, 3, 6, 14, 7, 11, 1, 6, 1, 7, J
5, 8, 6, 7, 5, 8, 6, 5, 5, 7, 7, 9, 3, 9, 8, 8, L
3, 7, 3, 5, 1, 0, 1, 6, 6, 0, 0, 6, 0, 8, 0, 8, L
1, 2, 2, 3, 2, 8, 8, 5, 2, 8, 6, 8, 2, 9, 2, 8, Q
5, 8, 6, 6, 7, 7, 9, 6, 4, 6, 6, 8, 9, 9, 8, 10, M
1, 3, 3, 2, 1, 7, 8, 4, 3, 11, 5, 4, 1, 9, 2, 8, P
3, 1, 4, 1, 2, 6, 7, 4, 7, 7, 6, 11, 2, 8, 4, 10, K
6, 9, 5, 4, 2, 6, 5, 3, 7, 10, 4, 12, 2, 6, 6, 8, L
3, 4, 4, 6, 2, 8, 7, 6, 9, 5, 6, 8, 0, 8, 9, 8, S
4, 9, 6, 6, 4, 9, 7, 4, 6, 9, 4, 7, 3, 7, 5, 10, R
4, 9, 6, 7, 7, 7, 7, 5, 5, 6, 7, 8, 8, 7, 3, 7, M
2, 4, 3, 3, 2, 8, 7, 4, 5, 9, 4, 5, 2, 8, 2, 8, D
2, 2, 4, 3, 1, 6, 10, 1, 7, 8, 11, 8, 1, 11, 2, 7, Y
2, 10, 4, 7, 1, 7, 14, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
4, 8, 5, 6, 5, 6, 7, 5, 4, 7, 5, 8, 3, 7, 6, 11, H
3, 7, 5, 5, 2, 8, 9, 4, 1, 6, 12, 8, 2, 10, 0, 8, V
5, 10, 7, 8, 5, 8, 6, 2, 9, 11, 5, 10, 2, 7, 7, 8, Z
4, 5, 6, 4, 3, 7, 7, 1, 9, 10, 6, 8, 2, 8, 3, 7, X
5, 9, 7, 7, 5, 7, 9, 6, 5, 7, 6, 7, 6, 9, 2, 6, N
3, 4, 4, 3, 1, 5, 9, 5, 7, 11, 9, 12, 1, 9, 3, 7, C
5, 11, 6, 8, 4, 5, 7, 6, 9, 8, 4, 11, 1, 10, 5, 10, C
2, 3, 3, 2, 2, 7, 7, 1, 7, 10, 5, 9, 1, 8, 4, 9, E
1, 1, 2, 2, 1, 6, 7, 8, 6, 6, 6, 6, 2, 8, 3, 8, D
4, 8, 5, 6, 2, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
2, 11, 2, 8, 2, 7, 7, 0, 9, 7, 6, 8, 0, 8, 3, 8, I
2, 8, 3, 6, 2, 7, 7, 0, 7, 12, 6, 8, 0, 8, 1, 8, I
4, 9, 5, 6, 3, 8, 7, 4, 9, 6, 6, 6, 3, 8, 6, 7, X
2, 0, 2, 1, 1, 8, 7, 7, 6, 7, 6, 8, 2, 8, 3, 8, O
1, 0, 1, 0, 0, 7, 7, 2, 9, 8, 6, 8, 0, 8, 6, 8, Z
3, 6, 5, 4, 3, 9, 8, 3, 6, 9, 3, 8, 3, 6, 4, 10, R
3, 5, 4, 4, 3, 6, 7, 5, 4, 9, 8, 9, 3, 7, 5, 10, G
4, 10, 3, 5, 2, 8, 7, 5, 4, 11, 5, 10, 3, 8, 7, 11, E
9, 14, 9, 8, 7, 5, 8, 2, 6, 8, 4, 10, 7, 5, 7, 5, R
7, 10, 7, 5, 3, 7, 8, 4, 3, 13, 8, 7, 3, 9, 4, 8, S
2, 1, 2, 1, 1, 6, 9, 8, 4, 7, 5, 8, 2, 7, 4, 11, R
6, 11, 8, 8, 6, 8, 7, 9, 5, 6, 4, 4, 4, 8, 4, 9, N
5, 11, 5, 8, 4, 1, 13, 4, 4, 12, 10, 7, 0, 8, 2, 6, F
5, 7, 6, 5, 5, 7, 8, 3, 6, 6, 6, 8, 4, 8, 10, 8, X
1, 11, 0, 8, 0, 7, 7, 4, 4, 7, 6, 8, 0, 8, 0, 8, I
5, 11, 8, 8, 2, 6, 8, 5, 3, 8, 14, 8, 3, 9, 0, 8, V
3, 2, 4, 3, 3, 8, 7, 7, 5, 7, 6, 8, 3, 9, 9, 8, S
2, 3, 3, 4, 2, 8, 7, 5, 2, 8, 7, 9, 2, 9, 3, 9, Q
2, 3, 4, 5, 1, 8, 10, 2, 3, 6, 12, 8, 1, 11, 0, 8, Y
3, 7, 5, 5, 3, 8, 8, 6, 7, 5, 9, 8, 3, 9, 1, 8, U
1, 1, 2, 1, 1, 7, 7, 7, 5, 6, 6, 7, 1, 8, 7, 9, B
6, 8, 6, 6, 3, 4, 12, 3, 8, 12, 10, 4, 1, 10, 2, 5, T
1, 0, 2, 1, 1, 8, 7, 4, 7, 5, 6, 7, 0, 8, 7, 8, S
3, 1, 4, 2, 3, 8, 6, 6, 4, 6, 7, 8, 7, 5, 2, 8, M
3, 9, 5, 6, 3, 8, 14, 1, 5, 7, 10, 8, 0, 8, 0, 8, T
3, 7, 5, 5, 5, 8, 8, 4, 5, 7, 5, 6, 4, 8, 5, 8, B
2, 4, 3, 3, 2, 8, 7, 7, 5, 7, 7, 8, 2, 9, 9, 8, S
0, 6, 0, 4, 0, 7, 7, 5, 3, 7, 6, 8, 0, 8, 0, 8, I
6, 9, 8, 6, 6, 8, 7, 1, 8, 11, 5, 8, 3, 8, 5, 10, E
2, 3, 3, 2, 2, 7, 7, 6, 6, 7, 6, 6, 5, 8, 2, 7, D
6, 11, 8, 8, 6, 6, 10, 1, 6, 13, 7, 6, 2, 10, 2, 7, F
5, 9, 4, 4, 2, 7, 8, 4, 7, 9, 6, 9, 1, 9, 7, 9, E
4, 9, 6, 7, 4, 8, 6, 6, 6, 8, 6, 8, 3, 7, 4, 6, J
2, 6, 3, 4, 2, 7, 7, 0, 7, 13, 6, 8, 0, 8, 1, 8, I
5, 5, 6, 4, 3, 4, 8, 5, 8, 11, 11, 9, 3, 9, 2, 7, U
3, 6, 4, 4, 3, 9, 7, 3, 5, 10, 4, 7, 3, 7, 3, 10, R
2, 6, 2, 4, 1, 1, 11, 4, 7, 12, 12, 9, 0, 8, 2, 6, F
3, 4, 6, 3, 3, 6, 7, 2, 7, 10, 7, 10, 3, 8, 3, 7, K
4, 8, 6, 6, 4, 3, 8, 2, 7, 10, 11, 12, 3, 8, 3, 5, K
3, 6, 4, 4, 3, 5, 9, 2, 6, 10, 7, 7, 2, 7, 4, 4, S
6, 10, 6, 8, 4, 4, 9, 1, 8, 10, 10, 6, 1, 10, 3, 4, Y
2, 8, 3, 6, 2, 9, 6, 2, 7, 12, 3, 8, 1, 6, 1, 6, J
8, 11, 11, 8, 9, 9, 6, 3, 7, 10, 4, 8, 6, 8, 5, 8, H
4, 9, 6, 6, 4, 5, 13, 5, 3, 13, 6, 2, 0, 10, 2, 8, P
2, 0, 3, 1, 0, 8, 4, 2, 0, 7, 2, 8, 2, 6, 1, 8, A
3, 6, 3, 4, 1, 3, 7, 7, 3, 7, 6, 11, 4, 8, 2, 11, K
